,vehicle_id,time,x,y
16498,flow_2.14,298,468.5615615388591,-8.0
16541,flow_0.15,299,380.65884043106047,-1.6
16544,flow_1.14,299,485.3989763386722,-4.8
16560,flow_2.14,299,469.7907791872833,-8.0
16602,flow_0.15,300,395.1765069412365,-1.6
16605,flow_1.14,300,485.3989763386722,-4.8
16621,flow_2.14,300,470.3213950510095,-8.0
16663,flow_0.15,301,409.727019526639,-1.6
16666,flow_1.14,301,485.3989763386722,-4.8
16682,flow_2.14,301,470.3849272473012,-8.0
16724,flow_0.15,302,424.6578164353055,-1.6
16727,flow_1.14,302,485.3989763386722,-4.8
16743,flow_2.14,302,470.3930034275931,-8.0
16785,flow_0.15,303,439.888728630461,-1.6
16788,flow_1.14,303,485.3989763386722,-4.8
16804,flow_2.14,303,470.3957839844445,-8.0
16846,flow_0.15,304,451.3517046919257,-1.6
16849,flow_1.14,304,485.3989763386722,-4.8
16865,flow_2.14,304,470.39646444234376,-8.0
16907,flow_0.15,305,458.8576727670832,-1.6
16910,flow_1.14,305,485.3989763386722,-4.8
16925,flow_2.14,305,470.3969155323603,-8.0
16967,flow_0.15,306,462.0856986303845,-1.6
16971,flow_1.14,306,485.3989763386722,-4.8
16988,flow_2.14,306,470.3969155323603,-8.0
17034,flow_0.15,307,462.5430793456596,-1.6
17038,flow_1.14,307,485.3989763386722,-4.8
17056,flow_2.14,307,470.3969155323603,-8.0
17103,flow_0.15,308,462.7423564210125,-1.6
17107,flow_1.14,308,485.3989763386722,-4.8
17125,flow_2.14,308,470.3969155323603,-8.0
17172,flow_0.15,309,462.8469746197586,-1.6
17176,flow_1.14,309,485.3989763386722,-4.8
17194,flow_2.14,309,470.3969155323603,-8.0
17197,flow_2.17,309,5.1,-8.0
17242,flow_0.15,310,462.88951640484265,-1.6
17246,flow_1.14,310,485.3989763386722,-4.8
17264,flow_2.14,310,470.3969155323603,-8.0
17267,flow_2.17,310,6.450460906676017,-8.0
17311,flow_0.15,311,462.89534534280745,-1.6
17315,flow_1.14,311,485.3989763386722,-4.8
17333,flow_2.14,311,470.3969155323603,-8.0
17336,flow_2.17,311,9.530528348428197,-8.0
17380,flow_0.15,312,462.8956708587699,-1.6
17384,flow_1.14,312,485.3989763386722,-4.8
17401,flow_2.14,312,470.3969155323603,-8.0
17404,flow_2.17,312,15.171632284251974,-8.0
17448,flow_0.15,313,462.8958061229641,-1.6
17452,flow_1.14,313,485.3989763386722,-4.8
17468,flow_2.14,313,470.3969155323603,-8.0
17471,flow_2.17,313,22.95899499577936,-8.0
17514,flow_0.15,314,462.8958061229641,-1.6
17518,flow_1.14,314,485.3989763386722,-4.8
17534,flow_2.14,314,470.3969155323603,-8.0
17537,flow_2.17,314,33.02286279944238,-8.0
17580,flow_0.15,315,462.8958061229641,-1.6
17584,flow_1.14,315,487.8628788759408,-4.8
17599,flow_2.14,315,470.3969155323603,-8.0
17602,flow_2.17,315,44.59418318714016,-8.0
17644,flow_0.15,316,462.8958061229641,-1.6
17648,flow_1.14,316,492.5794372314064,-4.8
17662,flow_2.14,316,470.3969155323603,-8.0
17665,flow_2.17,316,57.32736635974425,-8.0
17706,flow_0.15,317,462.8958061229641,-1.6
17710,flow_1.14,317,499.5150781935954,-4.8
17724,flow_2.14,317,472.5948113892475,-8.0
17727,flow_2.17,317,70.14679189664876,-8.0
17767,flow_0.15,318,463.225338898392,-1.6
17771,flow_1.14,318,508.5838031617168,-4.8
17785,flow_2.14,318,476.616072038544,-8.0
17788,flow_2.17,318,82.21349655541972,-8.0
17828,flow_0.15,319,465.54320382048223,-1.6
17832,flow_1.14,319,520.0271382743667,-4.8
17846,flow_2.14,319,481.64715404195,-8.0
17849,flow_2.17,319,94.85701055700156,-8.0
17888,flow_0.15,320,469.0602275780087,-1.6
17892,flow_1.14,320,533.03099814388,-4.8
17905,flow_2.14,320,486.5009924993626,-8.014427499908948
17908,flow_2.17,320,108.15410162798608,-8.0
17946,flow_0.15,321,470.396842292847,-1.6
17950,flow_1.14,321,545.2653663997835,-4.8
17963,flow_2.14,321,490.9053594575448,-9.908932429241368
17966,flow_2.17,321,121.17546696266454,-8.0
18004,flow_0.15,322,471.41692502973285,-1.6
18008,flow_1.14,322,558.2128301530502,-4.8
18021,flow_2.14,322,492.0,-15.043667430188044
18024,flow_2.17,322,133.83545458677335,-8.0
18061,flow_0.15,323,471.5548705179622,-1.6
18065,flow_1.14,323,570.1108166034518,-4.8
18078,flow_2.14,323,492.0,-22.747432849497194
18081,flow_2.17,323,145.911532088089,-8.0
18117,flow_0.15,324,471.7165255840168,-1.6
18122,flow_1.14,324,582.4917265026377,-4.8
18126,flow_1.18,324,5.1,-4.8
18136,flow_2.14,324,492.0,-31.81290708480754
18139,flow_2.17,324,159.1891391146716,-8.0
18140,flow_2.18,324,5.1,-8.0
18180,flow_0.15,325,471.7489341238124,-1.6
18185,flow_1.14,325,594.7392405285573,-4.8
18189,flow_1.18,325,7.491543336445465,-4.8
18200,flow_2.14,325,492.0,-42.82966222304936
18203,flow_2.17,325,171.78955739674183,-8.0
18204,flow_2.18,325,6.772380224033259,-8.0
18245,flow_0.15,326,471.7658654309313,-1.6
18250,flow_1.14,326,606.7469619426079,-8.0
18254,flow_1.18,326,12.020834324951284,-4.8
18265,flow_2.14,326,492.0,-55.019149202976
18268,flow_2.17,326,185.11613526985357,-8.0
18269,flow_2.18,326,10.514821619470604,-8.0
18309,flow_0.15,327,471.7747504713336,-1.6
18314,flow_1.14,327,618.1785647537873,-8.0
18318,flow_1.18,327,18.75897801152896,-4.8
18329,flow_2.14,327,492.0,-66.87520235854413
18332,flow_2.17,327,198.4280923121016,-8.0
18333,flow_2.18,327,16.595645498763773,-8.0
18375,flow_0.15,328,473.1265854655875,-1.6
18380,flow_1.14,328,630.2109734129434,-8.0
18384,flow_1.18,328,27.891316444543182,-4.8
18395,flow_2.14,328,492.0,-78.146035386024
18398,flow_2.17,328,211.0356228829495,-8.0
18399,flow_2.18,328,24.5932256459957,-8.0
18440,flow_0.15,329,476.7459710296136,-1.6
18445,flow_1.14,329,642.9740141522008,-8.0
18449,flow_1.18,329,38.501119793648826,-4.8
18460,flow_2.14,329,492.0,-89.57633913679388
18463,flow_2.17,329,223.451234766438,-8.0
18464,flow_2.18,329,34.64339520509821,-8.0
18505,flow_0.15,330,481.9793747176027,-1.6
18510,flow_1.14,330,654.851894488784,-8.0
18514,flow_1.18,330,51.08168353142682,-4.8
18525,flow_2.14,330,492.0,-101.13845348123864
18528,flow_2.17,330,235.5159173716515,-8.0
18529,flow_2.18,330,46.57830818395596,-8.0
18570,flow_0.15,331,485.1003257615464,-1.6
18575,flow_1.14,331,667.0615592035222,-8.0
18579,flow_1.18,331,64.8714980799862,-4.8
18590,flow_2.14,331,492.0,-113.190911226403
18593,flow_2.17,331,248.0308570768669,-8.0
18594,flow_2.18,331,59.38325347331387,-8.0
18635,flow_0.15,332,486.4753270750804,-1.5892389892742242
18640,flow_1.14,332,679.8046851758895,-8.0
18644,flow_1.18,332,79.0633382380556,-4.8
18655,flow_2.14,332,492.0,-124.40646027325252
18658,flow_2.17,332,260.76981766659435,-8.0
18659,flow_2.18,332,72.14239240962151,-8.0
18698,flow_0.15,333,486.64135272013647,-1.5655210399804975
18703,flow_1.14,333,692.2112883877819,-8.0
18707,flow_1.18,333,93.2867544936488,-4.8
18718,flow_2.14,333,492.0,-135.70187013557774
18721,flow_2.17,333,273.25098793239283,-8.0
18722,flow_2.18,333,85.84358581918862,-8.0
18761,flow_0.15,334,486.72129398115,-1.554100859835716
18766,flow_1.14,334,705.2352004816928,-8.0
18770,flow_1.18,334,107.6696460448136,-4.8
18781,flow_2.14,334,492.0,-147.67967057538877
18784,flow_2.17,334,285.3258845162182,-8.0
18785,flow_2.18,334,98.79369877151818,-8.0
18824,flow_0.15,335,486.7734860658783,-1.546644847731673
18829,flow_1.14,335,717.9275535879889,-8.0
18833,flow_1.18,335,121.29236030388569,-4.8
18844,flow_2.14,335,492.0,-159.69078698089604
18847,flow_2.17,335,297.729662029129,-8.0
18848,flow_2.18,335,111.59463487393396,-8.0
18886,flow_0.15,336,486.77392830243065,-1.5465816710813314
18891,flow_1.14,336,729.7638048323397,-8.0
18895,flow_1.18,336,135.44348918125155,-4.8
18906,flow_2.14,336,492.0,-171.51046228030552
18909,flow_2.17,336,310.12480427486685,-8.0
18910,flow_2.18,336,124.44397092239674,-8.0
18948,flow_0.15,337,486.77392830243065,-1.5465816710813314
18953,flow_1.14,337,741.9226825655326,-8.0
18957,flow_1.18,337,150.30807310330513,-4.8
18968,flow_2.14,337,492.0,-183.24644836130472
18971,flow_2.17,337,323.1724209273621,-8.0
18972,flow_2.18,337,138.21008311757595,-8.0
19010,flow_0.15,338,488.18677080629175,-1.3447470276726026
19015,flow_1.14,338,754.7775022081514,-8.0
19019,flow_1.18,338,163.9810461539869,-4.8
19030,flow_2.14,338,492.0,-195.55701550700684
19033,flow_2.17,338,335.96113867014145,-8.0
19034,flow_2.18,338,151.2986762467753,-8.0
19072,flow_0.15,339,491.5119855594954,-0.8697163486435094
19077,flow_1.14,339,766.8176972047901,-8.0
19081,flow_1.18,339,177.64465290878618,-4.8
19092,flow_2.14,339,492.0,-207.89927640703087
19095,flow_2.17,339,348.54898810691446,-8.0
19096,flow_2.18,339,164.75169398285297,-8.0
19134,flow_0.15,340,493.7177351201594,-0.2481223813855115
19139,flow_1.14,340,778.7592054867721,-8.0
19143,flow_1.18,340,192.5077944993683,-4.8
19154,flow_2.14,340,492.0,-219.01163142511265
19157,flow_2.17,340,360.9040591986391,-8.0
19158,flow_2.18,340,178.40310746482922,-8.0
19196,flow_0.15,341,494.0247476633122,-0.0633463137472944
19201,flow_1.14,341,791.5529307204663,-8.0
19205,flow_1.18,341,207.30957084946405,-8.0
19215,flow_2.14,341,492.0,-230.8528226653271
19218,flow_2.17,341,373.0301286898821,-8.0
19219,flow_2.18,341,191.20736742952755,-8.0
19257,flow_0.15,342,494.04252409160233,-0.0526475374615611
19263,flow_1.14,342,804.1441970365546,-8.0
19267,flow_1.18,342,221.99225522927256,-8.0
19280,flow_2.14,342,492.0,-243.04049665810777
19283,flow_2.17,342,385.6665826715592,-8.0
19284,flow_2.18,342,204.27216919253132,-8.0
19327,flow_0.15,343,494.04335422124393,-0.0521479223994872
19333,flow_1.14,343,816.6342083341926,-8.0
19337,flow_1.18,343,235.7228002226162,-8.0
19350,flow_2.14,343,492.0,-255.11726586690008
19353,flow_2.17,343,398.62242154333256,-8.0
19354,flow_2.18,343,216.97825032688675,-8.0
19398,flow_0.15,344,494.0434755995207,-0.0520748706588376
19404,flow_1.14,344,828.9840078275497,-8.0
19408,flow_1.18,344,249.36550676125236,-8.0
19420,flow_2.14,344,492.0,-266.3250263952361
19423,flow_2.17,344,411.7758588675063,-8.0
19424,flow_2.18,344,229.71426830114365,-8.0
19468,flow_0.15,345,494.0434755995207,-0.0520748706588376
19474,flow_1.14,345,841.1426489395695,-8.0
19478,flow_1.18,345,263.09415355127146,-8.0
19490,flow_2.14,345,492.0,-277.7787799137362
19493,flow_2.17,345,423.9537248060022,-8.0
19494,flow_2.18,345,242.54014547030403,-8.0
19540,flow_0.15,346,496.24042754890417,1.2651064325855983
19546,flow_1.14,346,854.1152210328696,-8.0
19550,flow_1.18,346,277.2446603174509,-8.0
19562,flow_2.14,346,492.0,-289.3080763197693
19565,flow_2.17,346,436.9731794436405,-8.0
19566,flow_2.18,346,254.92315678356303,-8.0
19612,flow_0.15,347,498.9985570478824,4.1975950798038735
19618,flow_1.14,347,867.0571246068721,-8.0
19622,flow_1.18,347,290.837571717321,-8.0
19633,flow_2.14,347,492.0,-301.2823833596623
19636,flow_2.17,347,450.3235898052779,-8.0
19637,flow_2.18,347,267.65641153756184,-8.0
19683,flow_0.15,348,501.095670274481,10.069691921367069
19689,flow_1.14,348,879.7692596048207,-8.0
19693,flow_1.18,348,305.00786234802,-8.0
19704,flow_2.14,348,492.0,-312.8601938541378
19707,flow_2.17,348,463.179797418788,-8.0
19708,flow_2.18,348,280.93079940884064,-8.0
19754,flow_0.15,349,501.6,18.72128860603812
19760,flow_1.14,349,892.3132441450061,-8.0
19764,flow_1.18,349,318.6495688179469,-8.0
19775,flow_2.14,349,492.0,-325.22729926331544
19778,flow_2.17,349,476.1314363187672,-8.0
19779,flow_2.18,349,293.7443934437046,-8.0
19825,flow_0.15,350,501.6,29.42076688374187
19831,flow_1.14,350,904.1550648433368,-8.0
19835,flow_1.18,350,332.8881831196953,-8.0
19846,flow_2.14,350,492.0,-335.65421804873523
19849,flow_2.17,350,485.88542278362434,-8.0
19850,flow_2.18,350,306.3028434178628,-8.0
19896,flow_0.15,351,501.6,41.7938153945634
19902,flow_1.14,351,916.3523476094048,-8.0
19906,flow_1.18,351,346.5394560737112,-8.0
19917,flow_2.14,351,492.0,-347.36808199143815
19920,flow_2.17,351,491.06241612053145,-10.170693534219089
19921,flow_2.18,351,319.2621833713006,-8.0
19964,flow_0.15,352,501.6,55.543255234163055
19970,flow_1.14,352,928.9789300546385,-8.0
19974,flow_1.18,352,360.89082804070455,-8.0
19985,flow_2.14,352,492.0,-358.4866999191802
19988,flow_2.17,352,492.0,-15.117335352931354
19989,flow_2.18,352,332.3878895127104,-8.0
20032,flow_0.15,353,501.6,70.30937522343628
20037,flow_1.14,353,942.0273490470996,-8.0
20041,flow_1.18,353,375.6374150215306,-8.0
20052,flow_2.14,353,492.0,-370.1385699481115
20055,flow_2.17,353,492.0,-21.847481302730102
20056,flow_2.18,353,345.35008403424035,-8.0
20099,flow_0.15,354,501.6,84.87765844897177
20104,flow_1.14,354,954.8099104489654,-8.0
20108,flow_1.18,354,390.3685825071579,-8.0
20119,flow_2.14,354,492.0,-382.0970246850782
20122,flow_2.17,354,492.0,-30.76896687315073
20123,flow_2.18,354,358.5803581992573,-8.0
20166,flow_0.15,355,501.6,99.82753595130802
20171,flow_1.14,355,967.215902468241,-8.0
20175,flow_1.18,355,405.03144042570807,-8.0
20186,flow_2.14,355,492.0,-393.46517249273336
20189,flow_2.17,355,492.0,-42.03379543406942
20190,flow_2.18,355,371.9823519291443,-8.0
20232,flow_0.15,356,501.6,114.18565977576016
20237,flow_1.14,356,979.217163710866,-8.0
20241,flow_1.18,356,419.5096386315897,-8.0
20252,flow_2.14,356,492.0,-404.65942570501113
20255,flow_2.17,356,492.0,-54.48709955182727
20256,flow_2.18,356,385.520208510081,-8.0
20298,flow_0.15,357,501.6,128.7133787497443
20303,flow_1.14,357,992.0576001698788,-8.0
20306,flow_1.18,357,434.27380065508737,-8.0
20317,flow_2.14,357,492.0,-415.90362824128647
20320,flow_2.17,357,492.0,-66.60413337496726
20321,flow_2.18,357,398.3746242026938,-8.0
20362,flow_0.15,358,501.6,143.14538627044607
20369,flow_1.18,358,448.4529061383547,-8.0
20380,flow_2.14,358,492.0,-426.9645743291295
20383,flow_2.17,358,492.0,-78.68938331965323
20384,flow_2.18,358,412.0707771996552,-8.0
20425,flow_0.15,359,501.6,157.9104811085373
20432,flow_1.18,359,463.0580051940071,-8.0
20443,flow_2.14,359,492.0,-438.1501899220677
20446,flow_2.17,359,492.0,-91.32990595608264
20447,flow_2.18,359,425.3680779442617,-8.0
20488,flow_0.15,360,501.6,172.75355419249598
20493,flow_0.20,360,5.1,-8.0
20496,flow_1.18,360,473.8593543483504,-8.0
20498,flow_1.20,360,5.1,-1.6
20510,flow_2.14,360,492.0,-449.49443126911336
20513,flow_2.17,360,492.0,-103.76429452028654
20514,flow_2.18,360,438.5387802171624,-8.0
20561,flow_0.15,361,501.6,187.13219428525173
20566,flow_0.20,361,7.664972075936386,-8.0
20569,flow_1.18,361,481.4067624793556,-8.0
20571,flow_1.20,361,7.604606894170867,-1.6
20583,flow_2.14,361,492.0,-461.8175471639876
20586,flow_2.17,361,492.0,-116.70661037097564
20587,flow_2.18,361,451.5531102276188,-8.0
20634,flow_0.15,362,501.6,201.69120970480483
20639,flow_0.20,362,12.829680663323964,-8.0
20641,flow_1.18,362,484.45417061036073,-8.0
20643,flow_1.20,362,12.679464176576586,-1.6
20655,flow_2.14,362,492.0,-473.2156136473332
20658,flow_2.17,362,492.0,-129.79665268034836
20659,flow_2.18,362,464.133529339026,-8.0
20705,flow_0.15,363,501.6,216.813936545084
20710,flow_0.20,363,19.335083216615025,-8.0
20712,flow_1.18,363,485.17502090210905,-8.0
20714,flow_1.20,363,20.17811673737597,-1.6
20725,flow_2.14,363,492.0,-485.2198950037693
20728,flow_2.17,363,492.0,-142.035938330502
20729,flow_2.18,363,472.7186715232186,-8.0
20775,flow_0.15,364,501.6,231.0289345562913
20780,flow_0.20,364,27.827268168260343,-8.0
20782,flow_1.18,364,485.3982034260141,-8.0
20784,flow_1.20,364,29.772996814269572,-1.6
20795,flow_2.14,364,492.0,-497.4978401193734
20798,flow_2.17,364,492.0,-154.15912584750706
20799,flow_2.18,364,476.8271014279417,-8.0
20845,flow_0.15,365,501.6,245.4554048526649
20850,flow_0.20,365,38.53568260504399,-8.0
20852,flow_1.18,365,485.3987178546599,-8.0
20854,flow_1.20,365,41.22391055906192,-1.6
20866,flow_2.17,365,492.0,-166.49935075354372
20867,flow_2.18,365,477.8655591002117,-8.0
20913,flow_0.15,366,504.8,260.0390379960826
20918,flow_0.20,366,51.58047306892491,-8.0
20920,flow_1.18,366,485.398971396083,-8.0
20922,flow_1.20,366,54.20099062391092,-4.8
20934,flow_2.17,366,492.0,-178.67935112729094
20935,flow_2.18,366,477.88956758650505,-8.0
20981,flow_0.15,367,504.8,274.40032150443096
20986,flow_0.20,367,62.68081908836139,-8.0
20988,flow_1.18,367,485.398971396083,-8.0
20990,flow_1.20,367,67.83106261051543,-4.8
21002,flow_2.17,367,492.0,-190.9710578841454
21003,flow_2.18,367,477.8950197642829,-8.0
21048,flow_0.15,368,504.8,288.7228625015721
21053,flow_0.20,368,71.83672066335342,-4.8
21055,flow_1.18,368,485.398971396083,-8.0
21057,flow_1.20,368,81.7702342305296,-4.8
21069,flow_2.17,368,492.0,-204.1029836766514
21070,flow_2.18,368,477.89783874190607,-8.0
21115,flow_0.15,369,504.8,302.9495188505149
21120,flow_0.20,369,81.13452871990899,-1.6
21122,flow_1.18,369,485.398971396083,-8.0
21124,flow_1.20,369,94.75172894781606,-4.8
21135,flow_2.17,369,492.0,-216.99956945112248
21136,flow_2.18,369,477.89783874190607,-8.0
21180,flow_0.15,370,504.8,317.9371216004104
21185,flow_0.20,370,92.79578952292756,-1.6
21187,flow_1.18,370,485.398971396083,-8.0
21189,flow_1.20,370,107.99315903956736,-4.8
21200,flow_2.17,370,492.0,-229.35825233598328
21201,flow_2.18,370,477.8979684424551,-8.0
21243,flow_0.15,371,504.8,333.14128293676254
21248,flow_0.20,371,105.01375757798426,-1.6
21250,flow_1.18,371,485.398971396083,-8.0
21252,flow_1.20,371,121.46202839291908,-4.8
21263,flow_2.17,371,492.0,-241.7217073089853
21264,flow_2.18,371,477.8979684424551,-8.0
21306,flow_0.15,372,504.8,347.2938167544823
21311,flow_0.20,372,118.11829116934814,-1.6
21313,flow_1.18,372,485.398971396083,-8.0
21315,flow_1.20,372,135.23803359622903,-4.8
21326,flow_2.17,372,492.0,-254.28386454721635
21327,flow_2.18,372,477.8979684424551,-8.0
21369,flow_0.15,373,504.8,361.5460644611527
21374,flow_0.20,373,130.29718991401538,-1.6
21376,flow_1.18,373,485.398971396083,-8.0
21378,flow_1.20,373,148.41419542641265,-4.8
21389,flow_2.17,373,492.0,-266.7258888649987
21390,flow_2.18,373,477.8979684424551,-8.0
21432,flow_0.15,374,504.8,376.1816953109109
21437,flow_0.20,374,142.9095714152647,-1.6
21439,flow_1.18,374,485.398971396083,-8.0
21441,flow_1.20,374,162.32967180973787,-8.0
21452,flow_2.17,374,492.0,-279.79196756494053
21453,flow_2.18,374,477.8979684424551,-8.0
21495,flow_0.15,375,504.8,390.8835595837886
21500,flow_0.20,375,154.99582794890264,-1.6
21502,flow_1.18,375,485.398971396083,-8.0
21504,flow_1.20,375,175.4779961256961,-8.0
21515,flow_2.17,375,492.0,-292.5222283234644
21516,flow_2.18,375,477.8979684424551,-8.0
21558,flow_0.15,376,504.8,406.0654284820612
21563,flow_0.20,376,167.56812628943493,-1.6
21565,flow_1.18,376,485.398971396083,-8.0
21567,flow_1.20,376,188.810612339904,-8.0
21578,flow_2.17,376,492.0,-304.69455387765464
21579,flow_2.18,376,477.8979684424551,-8.0
21620,flow_0.15,377,504.8,420.5150616298942
21625,flow_0.20,377,180.08240135837394,-1.6
21627,flow_1.18,377,485.398971396083,-8.0
21629,flow_1.20,377,202.04026183245327,-8.0
21640,flow_2.17,377,492.0,-317.07376257128755
21641,flow_2.18,377,477.8979684424551,-8.0
21682,flow_0.15,378,504.8,435.1808239038709
21687,flow_0.20,378,192.97281980377232,-1.6
21690,flow_1.18,378,485.398971396083,-8.0
21692,flow_1.20,378,216.10442833139237,-8.0
21705,flow_2.17,378,492.0,-329.2745296548728
21706,flow_2.18,378,477.8979684424551,-8.0
21709,flow_2.21,378,5.1,-4.8
21753,flow_0.15,379,504.8,450.3842112243177
21758,flow_0.20,379,205.5580926054028,-1.6
21761,flow_1.18,379,485.398971396083,-8.0
21763,flow_1.20,379,229.6307376620239,-8.0
21777,flow_2.17,379,492.0,-342.13113173194535
21778,flow_2.18,379,477.8979684424551,-8.0
21781,flow_2.21,379,7.3104349169647325,-4.8
21825,flow_0.15,380,504.8,465.2332854505957
21830,flow_0.20,380,217.5776064916015,-1.6
21833,flow_1.18,380,485.398971396083,-8.0
21835,flow_1.20,380,243.59795043244733,-8.0
21849,flow_2.17,380,492.0,-355.1739417335916
21850,flow_2.18,380,477.8979684424551,-8.0
21853,flow_2.21,380,11.385583103424873,-4.8
21896,flow_0.15,381,504.8,479.7515986056722
21901,flow_0.20,381,229.6667143047152,-1.6
21904,flow_1.18,381,485.398971396083,-8.0
21906,flow_1.20,381,257.5511700621882,-8.0
21920,flow_2.17,381,492.0,-368.25534852486976
21921,flow_2.18,381,477.8979684424551,-8.0
21924,flow_2.21,381,17.77720241562929,-4.8
21967,flow_0.15,382,504.8,493.9425940404464
21972,flow_0.20,382,242.05354723910992,-1.6
21975,flow_1.18,382,485.398971396083,-8.0
21977,flow_1.20,382,271.0801903166284,-8.0
21991,flow_2.17,382,492.0,-380.4477335683791
21992,flow_2.18,382,477.8979684424551,-8.0
21995,flow_2.21,382,25.936288947891445,-4.8
22042,flow_0.20,383,254.59993879562464,-1.6
22045,flow_1.18,383,485.398971396083,-8.0
22047,flow_1.20,383,284.0585704211651,-8.0
22061,flow_2.17,383,492.0,-392.8998048778208
22062,flow_2.18,383,477.8979684424551,-8.0
22065,flow_2.21,383,36.39754433163908,-4.8
22111,flow_0.20,384,266.67832784551445,-1.6
22114,flow_1.18,384,485.398971396083,-8.0
22116,flow_1.20,384,298.0059521274779,-8.0
22130,flow_2.17,384,492.0,-406.04911498807695
22131,flow_2.18,384,477.8979684424551,-8.0
22134,flow_2.21,384,48.566115961410105,-4.8
22179,flow_0.20,385,278.7184927231148,-1.6
22181,flow_1.18,385,485.398971396083,-8.0
22183,flow_1.20,385,311.43731616709874,-8.0
22197,flow_2.17,385,492.0,-419.1708414286715
22198,flow_2.18,385,477.8979684424551,-8.0
22201,flow_2.21,385,61.72844671373973,-4.8
22244,flow_0.20,386,291.7101839706146,-1.6
22246,flow_1.18,386,485.398971396083,-8.0
22248,flow_1.20,386,324.6891961058703,-8.0
22262,flow_2.17,386,492.0,-431.6418571201056
22263,flow_2.18,386,477.8979684424551,-8.0
22266,flow_2.21,386,74.8939465887336,-8.0
22309,flow_0.20,387,304.63230439777817,-1.6
22311,flow_1.18,387,485.398971396083,-8.0
22313,flow_1.20,387,337.87911483088635,-8.0
22327,flow_2.17,387,492.0,-443.989348053576
22328,flow_2.18,387,477.8979684424551,-8.0
22331,flow_2.21,387,87.55394669102327,-8.0
22373,flow_0.20,388,317.6039027391969,-1.6
22375,flow_1.18,388,485.398971396083,-8.0
22377,flow_1.20,388,351.26296289123775,-8.0
22391,flow_2.17,388,492.0,-457.0366558100987
22392,flow_2.18,388,477.8979684424551,-8.0
22395,flow_2.21,388,100.05726630745065,-8.0
22437,flow_0.20,389,330.78551564213274,-1.6
22439,flow_1.18,389,485.398971396083,-8.0
22441,flow_1.20,389,364.5480446881312,-8.0
22455,flow_2.17,389,492.0,-470.3122416778455
22456,flow_2.18,389,477.8979684424551,-8.0
22459,flow_2.21,389,112.37699851446176,-8.0
22501,flow_0.20,390,343.22958528886033,-1.6
22503,flow_1.18,390,485.398971396083,-8.0
22505,flow_1.20,390,378.48285412856194,-8.0
22519,flow_2.17,390,492.0,-483.3824328884265
22520,flow_2.18,390,477.8979684424551,-8.0
22523,flow_2.21,390,125.62161096796504,-8.0
22565,flow_0.20,391,356.1567763297211,-1.6
22567,flow_1.18,391,485.398971396083,-8.0
22569,flow_1.20,391,392.4923259947808,-8.0
22583,flow_2.17,391,492.0,-496.1738083920252
22584,flow_2.18,391,477.8979684424551,-8.0
22587,flow_2.21,391,138.05561450515768,-8.0
22629,flow_0.20,392,369.0909663257376,-1.6
22631,flow_1.18,392,485.398971396083,-8.0
22633,flow_1.20,392,405.46091606407344,-8.0
22647,flow_2.18,392,477.8979684424551,-8.0
22650,flow_2.21,392,151.15906537955772,-8.0
22692,flow_0.20,393,381.0504569409465,-1.6
22694,flow_1.18,393,485.398971396083,-8.0
22696,flow_1.20,393,418.4759325984024,-8.0
22710,flow_2.18,393,477.8979684424551,-8.0
22713,flow_2.21,393,163.80813492234262,-8.0
22754,flow_0.20,394,394.1640518428437,-1.6
22756,flow_1.18,394,485.398971396083,-8.0
22758,flow_1.20,394,432.0223468384894,-8.0
22772,flow_2.18,394,477.8979684424551,-8.0
22775,flow_2.21,394,176.21951778212278,-8.0
22816,flow_0.20,395,406.2532341790626,-1.6
22818,flow_1.18,395,485.398971396083,-8.0
22820,flow_1.20,395,445.36561269565095,-4.8
22834,flow_2.18,395,477.8979684424551,-8.0
22837,flow_2.21,395,189.36521023502544,-8.0
22878,flow_0.20,396,418.6512849766633,-1.6
22880,flow_0.22,396,5.1,-4.8
22881,flow_1.18,396,485.398971396083,-8.0
22883,flow_1.20,396,458.221485791068,-4.8
22900,flow_2.18,396,477.8979684424551,-8.0
22903,flow_2.21,396,201.87903922288436,-8.0
22948,flow_0.20,397,431.3443679627232,-1.6
22950,flow_0.22,397,6.4982268804218615,-4.8
22951,flow_1.18,397,485.398971396083,-8.0
22953,flow_1.20,397,468.6185822046948,-4.8
22970,flow_2.18,397,477.8979684424551,-8.0
22973,flow_2.21,397,214.85964157995303,-8.0
23019,flow_0.20,398,443.84401553578846,-1.6
23021,flow_0.22,398,9.694043404934929,-4.8
23022,flow_1.18,398,485.398971396083,-8.0
23024,flow_1.20,398,475.06897006834345,-4.8
23041,flow_2.18,398,477.8979684424551,-8.0
23044,flow_2.21,398,227.2513401405353,-8.0
23091,flow_0.20,399,456.9359277893017,-1.6
23093,flow_0.22,399,14.355371248163284,-4.8
23094,flow_1.18,399,485.398971396083,-8.0
23096,flow_1.20,399,477.0193579319921,-4.8
23113,flow_2.18,399,477.8979684424551,-8.0
23116,flow_2.21,399,239.59018447258552,-8.0
23165,flow_0.20,400,465.7151182357654,-1.6
23167,flow_0.22,400,20.89991216976196,-4.8
23168,flow_1.18,400,485.398971396083,-8.0
23170,flow_1.20,400,477.8658378373322,-4.8
23187,flow_2.18,400,477.8979684424551,-8.0
23190,flow_2.21,400,252.03254559120455,-8.0
23239,flow_0.20,401,469.994308682229,-1.6
23241,flow_0.22,401,29.106915661250245,-4.8
23242,flow_1.18,401,485.398971396083,-8.0
